scene_index,baseline_overlap_iou_sum,baseline_sg_consistency,baseline_active_objects,s0075_d025_i050_overlap_delta,s0075_d025_i050_consistency_drop,s0075_d025_i050_movement_mean,s0075_d025_i050_movement_max,s0075_d035_i050_overlap_delta,s0075_d035_i050_consistency_drop,s0075_d035_i050_movement_mean,s0075_d035_i050_movement_max,s0025_d015_i025_overlap_delta,s0025_d015_i025_consistency_drop,s0025_d015_i025_movement_mean,s0025_d015_i025_movement_max,s0025_d025_i050_overlap_delta,s0025_d025_i050_consistency_drop,s0025_d025_i050_movement_mean,s0025_d025_i050_movement_max,s0050_d025_i050_overlap_delta,s0050_d025_i050_consistency_drop,s0050_d025_i050_movement_mean,s0050_d025_i050_movement_max,s0075_d015_i050_overlap_delta,s0075_d015_i050_consistency_drop,s0075_d015_i050_movement_mean,s0075_d015_i050_movement_max,s0075_d025_i025_overlap_delta,s0075_d025_i025_consistency_drop,s0075_d025_i025_movement_mean,s0075_d025_i025_movement_max,s0075_d025_i075_overlap_delta,s0075_d025_i075_consistency_drop,s0075_d025_i075_movement_mean,s0075_d025_i075_movement_max
48,0.07901324111039881,0.7142857142857143,5,-0.07202002197714266,0.0,0.11639055251878509,0.22499999999999973,-0.07901324111039881,0.0,0.13885605705982612,0.3192802852991306,-0.051691065908647436,0.0,0.08311459778426962,0.14996010096193602,-0.07693229246545666,0.0,0.13438429137760385,0.247044246197172,-0.07901324111039881,0.0,0.1394596117084308,0.25,-0.050634234701885175,0.0,0.08005740317255525,0.14999999999999997,-0.07202002197714266,0.0,0.11639055251878513,0.225,-0.07202002197714266,0.0,0.11639055251878513,0.225
49,0.16683628830359343,0.8333333333333334,4,-0.10956330946233668,0.0,0.15289697862321613,0.22500000000000003,-0.11485669129471426,0.0,0.18373155004303185,0.30000000000000004,-0.08619060949540064,0.0,0.09999943768467284,0.1499977507386917,-0.10417520687725873,0.0,0.13786138971370399,0.25,-0.10331961015909541,0.0,0.13492169027487028,0.25,-0.09396744280245392,0.0,0.10928218145380081,0.15,-0.10956330946233668,0.0,0.15289697862321613,0.225,-0.10956330946233668,0.0,0.15289697862321613,0.225
50,0.5596546640937298,0.7222222222222222,7,-0.2543393129936008,0.0,0.13047443557993757,0.24671373069773087,-0.27536345052776157,0.0,0.13826814844030486,0.3017565495636226,-0.21819055682768762,0.0,0.09504012203012577,0.14999884756017096,-0.26164354783527677,0.0,0.12389652324101742,0.2489942343069102,-0.2652918052213764,0.0,0.13833463836851367,0.24999999999999997,-0.22433813110927148,0.0,0.09289359442766439,0.15,-0.2543393129936008,0.0,0.13047443557993751,0.24671373069773087,-0.2543393129936008,0.0,0.13047443557993751,0.24671373069773087
51,0.1522321425586467,1.0,7,-0.05793176779644875,0.0,0.08911213165027468,0.24885611547145267,-0.06087547390467013,0.0,0.09642857142857143,0.30000000000000016,-0.02866906287379936,0.0,0.0459200710839515,0.14644049758766034,-0.04309862623243313,0.0,0.07351718340113218,0.25,-0.062279975839708665,0.0,0.09285714285714286,0.25,-0.040827678249026916,0.0,0.06428571428571428,0.15,-0.05793176779644875,0.0,0.08911213165027468,0.2488561154714526,-0.05793176779644875,0.0,0.08911213165027468,0.2488561154714526
52,0.08990080305692234,1.0,5,-0.048118920961437654,0.0,0.10500000000000002,0.2250000000000001,-0.04811892096143768,0.0,0.12000000000000002,0.3000000000000001,-0.00502740001423381,0.0,0.02455212002700925,0.04999991152075913,-0.00502740001423381,0.0,0.024552120027009287,0.04999991152075925,-0.005027400014233782,0.0,0.029488057212665897,0.05,-0.025553470046033075,0.0,0.075,0.15,-0.048118920961437654,0.0,0.10500000000000001,0.225,-0.048118920961437654,0.0,0.10500000000000001,0.225
53,0.25027057640684075,1.0,5,-0.027967732298250947,0.0,0.12215068146350024,0.2249609543701106,-0.028513098616402305,0.0,0.13715718406742516,0.29994119796815416,-0.024381779095489775,0.0,0.08783764451416518,0.1499816318555406,-0.028512457333876723,0.0,0.13666914797632096,0.2499689673432538,-0.028476450573105827,0.0,0.13474207085488465,0.24998653775643997,-0.022423760149365396,0.0,0.08010844468584864,0.1499682442396384,-0.027967732298250947,0.0,0.1221506814635002,0.22496095437011063,-0.027967732298250947,0.0,0.1221506814635002,0.22496095437011063
54,0.043556631709485566,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.2083135510469871,0.8333333333333334,4,-0.07552574312204163,0.0,0.14288117226686137,0.22473070314231955,-0.10649740490119765,0.0,0.1985221010545744,0.29969706939218144,-0.013231281829609004,0.0,0.054029601480979794,0.14112907376820377,-0.013231281829609004,0.0,0.05394407278371982,0.21577629113487928,-0.013231281829609004,0.0,0.04896398753739934,0.19585595014959736,-0.04276251618591556,0.0,0.10669699790380142,0.14997008128786332,-0.07552574312204163,0.0,0.14288117226686142,0.22473070314231955,-0.07552574312204163,0.0,0.14288117226686142,0.22473070314231955
56,0.7181575501158968,0.8571428571428571,6,-0.3307844117886482,0.0,0.13371892595404947,0.22498666797145772,-0.3681177423080585,0.0,0.158366030446645,0.29995810021969344,-0.22531568460460777,-0.07142857142857151,0.09567962032603673,0.14999841379685472,-0.3064043044930267,0.0,0.14024369403386774,0.2499955499424694,-0.32713278590972383,0.0,0.13443119929559408,0.24999384803126248,-0.2380866753075186,0.0,0.0966502778515183,0.15,-0.3307844117886482,0.0,0.1337189259540495,0.22498666797145753,-0.3307844117886482,0.0,0.1337189259540495,0.22498666797145753
57,0.048079107292118235,1.0,5,-0.02308700217508404,0.0,0.09,0.225,-0.023087002175084043,0.0,0.09,0.29999999999999993,-0.013459049174411812,0.0,0.05499999999999999,0.15,-0.02444781558800485,0.0,0.095,0.25,-0.023087002175084057,0.0,0.09,0.25,-0.0064704523670758435,0.0,0.030000000000000006,0.07500000000000001,-0.02308700217508404,0.0,0.09000000000000001,0.22500000000000003,-0.02308700217508404,0.0,0.09000000000000001,0.22500000000000003
58,0.04507860936609093,0.8888888888888888,5,-0.04507860936609093,0.0,0.06000000000000003,0.22500000000000017,-0.04507860936609093,0.0,0.06000000000000005,0.30000000000000027,-0.04507860936609093,0.0,0.05000000000000001,0.12500000000000014,-0.04507860936609093,0.0,0.05,0.25,-0.04507860936609093,0.0,0.05,0.25,-0.04372392922627332,0.0,0.045,0.15,-0.04507860936609093,0.0,0.06,0.22499999999999998,-0.04507860936609093,0.0,0.06,0.22499999999999998
59,0.029997726804348146,1.0,5,-0.02946992359418996,0.0,0.11999421759644605,0.22499999999999973,-0.029997726804348146,0.0,0.13499421759644603,0.29999999999999966,-0.02588065879265056,0.0,0.112593148380809,0.1499983862610422,-0.02616108168975679,0.0,0.12236301503559917,0.1749929812920073,-0.026586982693741993,0.0,0.11767413578905324,0.18062222894278504,-0.027586404005503294,0.0,0.1101125451442297,0.15,-0.02946992359418996,0.0,0.1199942175964461,0.225,-0.02946992359418996,0.0,0.1199942175964461,0.225
60,0.08187732724685431,0.7333333333333333,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.08843305955056116,1.0,4,-0.007133315867834736,0.0,0.06730021045031857,0.19420084180127425,-0.007133315867834736,0.0,0.06730021045031857,0.19420084180127425,-0.007133315867834736,0.0,0.05576089757146219,0.12305571284355765,-0.007133315867834736,0.0,0.061596299708112194,0.14639732139015765,-0.007133315867834736,0.0,0.0668382419879892,0.16736288757396553,-0.007133315867834736,0.0,0.05321583984715372,0.1378633593886149,-0.007133315867834736,0.0,0.06730021045031855,0.1942008418012742,-0.007133315867834736,0.0,0.06730021045031855,0.1942008418012742
62,0.2049864185966821,1.0,4,-0.09081333056836688,0.0,0.1687358957737704,0.22499999999999998,-0.10755455576601952,0.0,0.20621359852450857,0.29999999999999977,-0.050991026046400934,0.0,0.09999684379443034,0.14998737517772132,-0.10090040411949587,0.0,0.18747942642949872,0.25,-0.10093557313673746,0.0,0.1874794760352829,0.25,-0.05963843292581594,0.0,0.11249658796060572,0.15,-0.09081333056836688,0.0,0.16873589577377038,0.22499999999999998,-0.09081333056836688,0.0,0.16873589577377038,0.22499999999999998
63,0.14476322214549153,0.9230769230769231,6,-0.045922321803662125,-0.07692307692307687,0.08964632803316408,0.23787796819898446,-0.045922321803662125,-0.07692307692307687,0.08275962594662106,0.3465577556797263,-0.039887606828620484,-0.07692307692307687,0.0752825838821835,0.13946014308065377,-0.045922321803662125,-0.07692307692307687,0.08571123851126722,0.23926743106760331,-0.045922321803662125,-0.07692307692307687,0.08974497954786993,0.2384698772872196,-0.03912145997853586,-0.07692307692307687,0.09076515963753588,0.15,-0.045922321803662125,-0.07692307692307687,0.08964632803316408,0.23787796819898446,-0.045922321803662125,-0.07692307692307687,0.08964632803316408,0.23787796819898446
64,0.03674810158274261,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.05931186940100005,0.9166666666666666,6,-0.013354503662391201,0.0,0.06250000000000001,0.22499999999999998,-0.013354503662391201,0.0,0.06250000000000001,0.22499999999999998,-0.013163213284875928,0.0,0.05416616102277316,0.149996966136639,-0.013354503662391201,0.0,0.05833281324309406,0.17499687945856437,-0.013354503662391201,0.0,0.06666666666666667,0.2,-0.013046631879037672,0.0,0.049999999999999996,0.15,-0.013354503662391201,0.0,0.0625,0.225,-0.013354503662391201,0.0,0.0625,0.225
66,0.08989830442499935,1.0,4,-0.02439566229861999,0.0,0.05567799399544875,0.222711975981795,-0.035360717356167345,0.0,0.07437305285152745,0.2974922114061098,-0.014690124718392913,0.0,0.018750000000000017,0.05000000000000004,-0.014690124718392913,0.0,0.01875,0.049999999999999996,-0.014690124718392913,0.0,0.025,0.05,-0.016962953767849745,0.0,0.037038521032276096,0.14815408412910439,-0.02439566229861999,0.0,0.05567799399544874,0.22271197598179496,-0.02439566229861999,0.0,0.05567799399544874,0.22271197598179496
67,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.11087738891149414,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.09697212076962151,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.02823723165920597,1.0,3,-0.02684597949997138,0.0,0.17499999999999993,0.22499999999999992,-0.02769740621093363,0.0,0.17499999999999993,0.2999999999999999,-0.022181226293656795,0.0,0.13378471687383722,0.149997790990418,-0.028135785618151415,0.0,0.20044354796237585,0.24999699363953912,-0.02769740621093361,0.0,0.18332799496039195,0.25,-0.02125203505178827,0.0,0.125,0.15,-0.02684597949997138,0.0,0.17499999999999996,0.22499999999999998,-0.02684597949997138,0.0,0.17499999999999996,0.22499999999999998
71,0.11367562029527423,1.0,6,-0.06898684539442235,0.0,0.05000000000000002,0.22500000000000006,-0.06898684539442235,0.0,0.05000000000000002,0.22500000000000006,-0.07242001949873389,0.0,0.05416666666666664,0.14999999999999997,-0.07242001949873392,0.0,0.05416666666666666,0.24999999999999997,-0.07242001949873389,0.0,0.05833333333333333,0.25,-0.06898684539442233,0.0,0.05000000000000001,0.15,-0.06898684539442235,0.0,0.05000000000000001,0.22500000000000003,-0.06898684539442235,0.0,0.05000000000000001,0.22500000000000003
72,0.08651839533898054,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.2257581325691403,0.8461538461538461,6,-0.06393221507457428,-0.07692307692307698,0.12061949197135753,0.2312537835403446,-0.07290397362949119,-0.07692307692307698,0.15873350473229556,0.3099410711363494,-0.04106703944830495,-0.07692307692307698,0.06024399782788411,0.14943696006075727,-0.06050809918800734,-0.07692307692307698,0.09720490551340817,0.25,-0.06417390912221008,-0.07692307692307698,0.11823399127758123,0.24825460432749746,-0.04500371884911711,-0.07692307692307698,0.09568020333269839,0.15,-0.06393221507457428,-0.07692307692307698,0.12061949197135746,0.23125378354034445,-0.06393221507457428,-0.07692307692307698,0.12061949197135746,0.23125378354034445
74,0.07957189667294791,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5665159830212096,0.9375,7,-0.3876086608720961,0.0,0.17486863620685625,0.22499999999999995,-0.43227512061333073,0.0,0.2070096655767831,0.29999999999999993,-0.26575045424696575,0.0,0.11365842912610648,0.15000000000000002,-0.41349933979611136,0.0,0.19092853759381892,0.25,-0.43853410219789546,0.0,0.20062121682653797,0.25,-0.32177846467594373,0.0,0.13201514932500857,0.15,-0.3876086608720961,0.0,0.17486863620685625,0.225,-0.3876086608720961,0.0,0.17486863620685625,0.225
76,0.5182081584339803,0.7222222222222222,7,-0.10892903504248341,0.0,0.13006378800319984,0.23664485352565237,-0.20303756208570423,0.0,0.21519328794228107,0.3075698838810636,-0.0861336791199594,0.0,0.09971310815608532,0.14999986892005218,-0.11492052520299223,0.0,0.13710203088275005,0.25,-0.10981613143769531,0.0,0.13156972928635155,0.25,-0.07734796418339507,0.0,0.09597331698022267,0.15,-0.10892903504248341,0.0,0.1300637880031998,0.23664485352565237,-0.10892903504248341,0.0,0.1300637880031998,0.23664485352565237
77,0.09786311931975883,0.6666666666666666,3,-0.010102364622597837,0.0,0.07236125453299116,0.2170837635989735,-0.010102364622597837,0.0,0.07236125453299116,0.2170837635989735,-0.010102364622597837,0.0,0.08137940563617392,0.14413821690852152,-0.010102364622597837,0.0,0.07260779209229222,0.21782337627687665,-0.010102364622597837,0.0,0.08055419168691881,0.24166257506075645,-0.010102364622597837,0.0,0.09749949228321607,0.15,-0.010102364622597837,0.0,0.07236125453299116,0.2170837635989735,-0.010102364622597837,0.0,0.07236125453299116,0.2170837635989735
78,0.06924842793150228,0.9,5,-0.023815822337505767,0.0,0.09,0.22500000000000003,-0.03152040733000916,0.0,0.11999999999999997,0.30000000000000004,-0.014681281244763186,0.0,0.05500000000000003,0.15,-0.02639669761865361,0.0,0.1,0.25,-0.02639669761865359,0.0,0.1,0.25,-0.015995976608489892,0.0,0.06,0.15,-0.023815822337505767,0.0,0.09,0.225,-0.023815822337505767,0.0,0.09,0.225
79,0.5652738421655554,0.7333333333333333,6,-0.39078651341954396,0.0,0.1321204479368766,0.2249999999999999,-0.38511916380089917,0.0,0.13323760120167724,0.29999999999999977,-0.245325683816712,0.0,0.08259535447495402,0.1499955911564565,-0.25745876827398606,0.0,0.10715715119859663,0.24984752111107936,-0.256709654817579,0.0,0.11011729389157754,0.24987966348201646,-0.26924051512464886,0.0,0.08305146119131027,0.14993749841742388,-0.39078651341954396,0.0,0.1321204479368767,0.225,-0.39078651341954396,0.0,0.1321204479368767,0.225
80,0.5173247530069375,0.7647058823529411,10,-0.4124246693916627,0.0,0.07776052918691409,0.22500000000000006,-0.4124246693916627,0.0,0.07776052918691409,0.22500000000000006,-0.4061143952156004,0.0,0.0664608194130931,0.15000000000000013,-0.42242931895627117,0.0,0.07832459382562636,0.20130429490342772,-0.4238042303782492,0.0,0.08555614479320992,0.2232218516993942,-0.39583634890829456,0.0,0.06346332403498935,0.15,-0.4124246693916627,0.0,0.07776052918691409,0.22499999999999998,-0.4124246693916627,0.0,0.07776052918691409,0.22499999999999998
81,1.2063445666383612,0.8846153846153846,9,-0.6254118408254872,0.0,0.133070808218622,0.22500000000000028,-0.6370410927515807,0.0,0.1496532097909128,0.29999999999999993,-0.46346869439788696,0.0,0.0774911600276323,0.1499688298349235,-0.5870637662027632,0.0,0.12181853741090512,0.24988437043059522,-0.6955797227182303,0.0,0.14397275194856662,0.25,-0.5425717194663311,0.0,0.09962382747858875,0.15000000000000002,-0.6254118408254872,0.0,0.13307080821862202,0.225,-0.6254118408254872,0.0,0.13307080821862202,0.225
82,0.0648285742864511,1.0,5,-0.018439760531525143,0.0,0.1126246671818902,0.22499999999999992,-0.018439760531525143,0.0,0.1126246671818902,0.22499999999999992,-0.016560028356756795,0.0,0.07604590647990442,0.14998804099469903,-0.018907171484192443,0.0,0.10587025939665654,0.22489959807514473,-0.01732488189742387,0.0,0.09857914511328462,0.2499001353242034,-0.017426834464055206,0.0,0.11438720874064863,0.14999999999999997,-0.018439760531525143,0.0,0.11262466718189021,0.225,-0.018439760531525143,0.0,0.11262466718189021,0.225
83,0.07036502003348134,1.0,4,-0.006696854635945548,0.0,0.05124088947846229,0.20496355791384915,-0.006696854635945548,0.0,0.05124088947846229,0.20496355791384915,-0.006696854635945548,0.0,0.04604447007295056,0.13417788029180214,-0.006696854635945548,0.0,0.045042646729595674,0.1801705869183827,-0.006696854635945548,0.0,0.04480300248541962,0.1792120099416785,-0.006696854635945548,0.0,0.051924190980583707,0.13269676392233481,-0.006696854635945548,0.0,0.05124088947846228,0.20496355791384913,-0.006696854635945548,0.0,0.05124088947846228,0.20496355791384913
84,0.051883031926303544,1.0,6,-0.01182057042124069,0.0,0.071816722684797,0.22495571974265632,-0.01182057042124069,0.0,0.071816722684797,0.22495571974265632,-0.011459504818228383,0.0,0.04235160536046928,0.1499978082960161,-0.011820570421240684,0.0,0.04651827017493807,0.1749977971828289,-0.01182057042124069,0.0,0.05065079760577426,0.19997864557450298,-0.010790009392144174,0.0,0.0475121643861748,0.14996413292124616,-0.01182057042124069,0.0,0.071816722684797,0.22495571974265638,-0.01182057042124069,0.0,0.071816722684797,0.22495571974265638
85,0.12384741768429965,1.0,6,-0.059884128135029704,0.0,0.08749377938557833,0.22500000000000003,-0.05988412813502966,0.0,0.0874937793855783,0.3,-0.011517939508870173,0.0,0.0474681351684266,0.1348105675469948,-0.0115179395088702,0.0,0.06579338986816496,0.24476479176219346,-0.011517939508870173,0.0,0.06190351762461819,0.17143005623480498,-0.04568535836901218,0.0,0.07499377938557832,0.15,-0.059884128135029704,0.0,0.0874937793855783,0.22499999999999998,-0.059884128135029704,0.0,0.0874937793855783,0.22499999999999998
86,0.12419619336966578,1.0,6,-0.0855425398662986,0.0,0.049999999999999996,0.22499999999999998,-0.0855425398662986,0.0,0.049999999999999996,0.3,-0.0855425398662986,0.0,0.045833333333333455,0.1500000000000004,-0.0855425398662986,0.0,0.04583333333333334,0.25,-0.0855425398662986,0.0,0.049999999999999996,0.25,-0.0855425398662986,0.0,0.04999999999999999,0.14999999999999997,-0.0855425398662986,0.0,0.04999999999999999,0.22499999999999998,-0.0855425398662986,0.0,0.04999999999999999,0.22499999999999998
87,0.3235738119631446,1.0,4,-0.23801092062496038,0.0,0.18484884112929179,0.22499999999999998,-0.23702308429139046,0.0,0.22134795744119481,0.3,-0.20702662541600292,0.0,0.11652074989388662,0.14999999999999977,-0.2561411754747566,0.0,0.19698317002300805,0.24999583078333493,-0.25671953144373333,0.0,0.197090762951567,0.24999778356410116,-0.20718719351312487,0.0,0.12913302267292245,0.15,-0.23801092062496038,0.0,0.18484884112929176,0.225,-0.23801092062496038,0.0,0.18484884112929176,0.225
88,0.08618512014008858,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.14259131509713385,1.0,5,-0.008217810714263057,0.0,0.0546919597276587,0.19845979863829358,-0.009618914067221068,0.0,0.08140742818144137,0.3320371409072068,-0.017990566165566088,0.0,0.046429885581436015,0.13214942790718004,-0.020178290429544346,0.0,0.07382665651165055,0.24413392708242837,-0.019371327825146195,0.0,0.068629208959958,0.24314604479979,-0.007110513493801124,0.0,0.04411951671232335,0.14559758356161676,-0.008217810714263057,0.0,0.05469195972765872,0.1984597986382936,-0.008217810714263057,0.0,0.05469195972765872,0.1984597986382936
90,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.5002971087389072,1.0,6,-0.14094631843714506,0.0,0.09742991795269669,0.2249450323548885,-0.14131778950872376,0.0,0.09998969376329063,0.2999381625797437,-0.14947049968134646,0.0,0.07914481206815968,0.1499775607172132,-0.1556103765199851,0.0,0.09849089363839819,0.24990179058238135,-0.14135414556852882,0.0,0.0963853577134237,0.24992212383176407,-0.13544623618866936,0.0,0.07499312893942106,0.15,-0.14094631843714506,0.0,0.09742991795269673,0.2249450323548887,-0.14094631843714506,0.0,0.09742991795269673,0.2249450323548887
92,0.16601984020133334,0.625,5,-0.11756435181033399,0.0,0.16496771503530216,0.22499999999999995,-0.1343552458525335,0.0,0.2099263385299815,0.29999999999999993,-0.09852330467460972,0.0,0.12498811335677293,0.1500000000000003,-0.12866098474424542,0.0,0.1849505011477494,0.24999999999999997,-0.12478276621445977,0.0,0.17995279554211505,0.25,-0.0808895084286825,0.0,0.10499113107221211,0.15,-0.11756435181033399,0.0,0.16496771503530222,0.225,-0.11756435181033399,0.0,0.16496771503530222,0.225
93,0.11246057259324507,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.1971051502301345,1.0,6,-0.012327773477542991,0.0,0.04999999999999999,0.225,-0.012327773477542991,0.0,0.04999999999999999,0.225,-0.012327773477542991,0.0,0.04511364645849516,0.14999809559708563,-0.012327773477542991,0.0,0.0375,0.2,-0.012327773477542991,0.0,0.041666666666666664,0.2,-0.012327773477542991,0.0,0.062494147449441324,0.15,-0.012327773477542991,0.0,0.049999999999999996,0.225,-0.012327773477542991,0.0,0.049999999999999996,0.225
95,0.11061254470417548,1.0,5,-0.06362876988293278,0.0,0.10499999999999998,0.2250000000000001,-0.06362876988293278,0.0,0.11999999999999997,0.2999999999999999,-0.06362876988293278,0.0,0.08320246335500811,0.14999954071901536,-0.06362876988293278,0.0,0.08371765524468519,0.1999951467804642,-0.06362876988293278,0.0,0.08368281775255808,0.19999689725263217,-0.06344892559763995,0.0,0.07451081766656409,0.15,-0.06362876988293278,0.0,0.10500000000000001,0.22500000000000003,-0.06362876988293278,0.0,0.10500000000000001,0.22500000000000003
96,0.06605117447261709,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.11540141654078566,1.0,6,-0.03969045217393327,0.0,0.0375,0.225,-0.052300252047959864,0.0,0.05000000000000001,0.30000000000000004,-0.026777923389953703,0.0,0.02499999999999997,0.12499999999999983,-0.04812996222850058,0.0,0.04583333333333333,0.24999999999999997,-0.04392682547333632,0.0,0.041666666666666664,0.25,-0.013551631630766878,0.0,0.012499999999999997,0.07499999999999998,-0.03969045217393327,0.0,0.0375,0.225,-0.03969045217393327,0.0,0.0375,0.225
98,0.26575587019751923,0.6666666666666666,3,-0.08538569370213317,0.0,0.15,0.22499999999999998,-0.12360109248227885,0.0,0.19999999999999996,0.29999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044524467203921336,0.0,0.09999999999999999,0.15,-0.08538569370213317,0.0,0.15,0.225,-0.08538569370213317,0.0,0.15,0.225
99,0.2821427668856572,0.7333333333333333,7,-0.16742355957862404,0.0,0.14210732449476424,0.24468040812479122,-0.1763827522433693,0.0,0.1632260839954421,0.3177263437538792,-0.1269331874378622,0.0,0.09395525426656211,0.14999828552671454,-0.16017863604967147,0.0,0.13545649711625576,0.2499983162927066,-0.15509423673695913,0.0,0.12980610556809932,0.2499875451948492,-0.11257979282709912,0.0,0.08829410027508376,0.15,-0.16742355957862404,0.0,0.14210732449476435,0.24468040812479147,-0.16742355957862404,0.0,0.14210732449476435,0.24468040812479147
100,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.11596550661635832,0.7647058823529411,7,-0.0019253263648412594,-0.05882352941176472,0.014471571937452988,0.07500000000000008,-0.0019253263648412594,-0.05882352941176472,0.014471571937452988,0.07500000000000008,-0.0019243855238705865,0.0,0.007142857142857143,0.025,-0.0019243855238705865,0.0,0.007142857142857143,0.024999999999999998,-0.0019253263648412594,-0.05882352941176472,0.014285714285714287,0.05000000000000001,-0.0019253263648412594,-0.05882352941176472,0.014471571937452977,0.075,-0.0019253263648412594,-0.05882352941176472,0.014471571937452977,0.075,-0.0019253263648412594,-0.05882352941176472,0.014471571937452977,0.075
102,0.22471240812588222,0.16666666666666666,4,-0.22471240812588222,0.0,0.13124999999999992,0.22500000000000003,-0.22471240812588222,0.0,0.13124999999999992,0.2999999999999996,-0.22471240812588222,0.0,0.11874999999999969,0.14999999999999986,-0.22471240812588222,0.0,0.11875000000000001,0.25,-0.22471240812588222,0.0,0.125,0.25,-0.22471240812588222,0.0,0.13124999999999998,0.15,-0.22471240812588222,0.0,0.13124999999999998,0.225,-0.22471240812588222,0.0,0.13124999999999998,0.225
103,0.23931210368334363,1.0,9,-0.23931210368334363,0.0,0.0583333333333333,0.22500000000000003,-0.23931210368334363,0.0,0.0583333333333333,0.22500000000000003,-0.22322395022646763,0.0,0.05277777777777784,0.1250000000000001,-0.23931210368334363,0.0,0.058333333333333334,0.225,-0.23931210368334363,0.0,0.061111111111111116,0.25,-0.23931210368334363,0.0,0.05833333333333332,0.15,-0.23931210368334363,0.0,0.058333333333333334,0.225,-0.23931210368334363,0.0,0.058333333333333334,0.225
104,0.2397101905921321,1.0,6,-0.06516484042139628,0.0,0.03725549266085981,0.22353295596515887,-0.06516484042139628,0.0,0.03725549266085981,0.22353295596515887,-0.0451194887710685,0.0,0.024805519996446382,0.1488331199786783,-0.06516484042139628,0.0,0.037242464756102926,0.22345478853661757,-0.06516484042139628,0.0,0.04138864237083662,0.24833185422501974,-0.045030596930150824,0.0,0.024789278763065137,0.14873567257839082,-0.06516484042139628,0.0,0.03725549266085981,0.22353295596515887,-0.06516484042139628,0.0,0.03725549266085981,0.22353295596515887
