scene_id,room_type,layout_variant,source_config_id,relation_id,subject_class,object_class,predicate,subject_index,object_index,status,is_satisfied,failure_reason,dx,dy,dz,d_xz
bedroom:04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,pendant lamp,nightstand,behind,3,4,evaluated,0,predicate_failed,1.196178318146365,1.9294598385223274,1.264921878202377,1.7409393805524924
bedroom:04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,pendant lamp,nightstand,behind,3,4,evaluated,0,predicate_failed,1.196178318146365,1.9294598385223274,1.264921878202377,1.7409393805524924
bedroom:0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,bedroom,baseline,instructscene_baseline,r000,wardrobe,nightstand,right,1,5,evaluated,1,,1.4272154942419841,1.0446135971316182,0.038641234679181125,1.4277384956713617
bedroom:0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,wardrobe,nightstand,right,1,5,evaluated,1,,1.4272154942419841,1.0446135971316182,0.038641234679181125,1.4277384956713617
bedroom:0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,wardrobe,nightstand,right,1,5,evaluated,1,,1.4272154942419841,1.0446135971316182,0.038641234679181125,1.4277384956713617
bedroom:0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,wardrobe,nightstand,right,1,5,evaluated,1,,1.4272154942419841,1.0446135971316182,0.038641234679181125,1.4277384956713617
bedroom:0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,wardrobe,nightstand,right,1,5,evaluated,1,,1.4272154942419841,1.0446135971316182,0.038641234679181125,1.4277384956713617
bedroom:0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,wardrobe,nightstand,right,1,5,evaluated,1,,1.4272154942419841,1.0446135971316182,0.038641234679181125,1.4277384956713617
bedroom:0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,bedroom,baseline,instructscene_baseline,r000,dressing table,pendant lamp,in front of,5,1,evaluated,0,predicate_failed,-0.7566842451488036,-1.3296038453569015,-1.3297935452929872,1.5300071633686252
bedroom:0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,dressing table,pendant lamp,in front of,5,1,evaluated,0,predicate_failed,-0.7566842451488036,-1.3296038453569015,-1.3297935452929872,1.5300071633686252
bedroom:0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,dressing table,pendant lamp,in front of,5,1,evaluated,0,predicate_failed,-0.7566842451488036,-1.3296038453569015,-1.3297935452929872,1.5300071633686252
bedroom:0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,dressing table,pendant lamp,in front of,5,1,evaluated,0,predicate_failed,-0.7566842451488036,-1.3296038453569015,-1.3297935452929872,1.5300071633686252
bedroom:0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,dressing table,pendant lamp,in front of,5,1,evaluated,0,predicate_failed,-0.7566842451488036,-1.3296038453569015,-1.3297935452929872,1.5300071633686252
bedroom:0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,dressing table,pendant lamp,in front of,5,1,evaluated,0,predicate_failed,-0.7566842451488036,-1.3296038453569015,-1.3297935452929872,1.5300071633686252
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,baseline,instructscene_baseline,r000,double bed,wardrobe,right,2,0,evaluated,1,,1.9123354702719757,-0.6244430955173675,-0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,baseline,instructscene_baseline,r001,wardrobe,double bed,left,0,2,evaluated,1,,-1.9123354702719757,0.6244430955173675,0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,double bed,wardrobe,right,2,0,evaluated,1,,1.9123354702719757,-0.6244430955173675,-0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r001,wardrobe,double bed,left,0,2,evaluated,1,,-1.9123354702719757,0.6244430955173675,0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,double bed,wardrobe,right,2,0,evaluated,1,,1.9123354702719757,-0.6244430955173675,-0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r001,wardrobe,double bed,left,0,2,evaluated,1,,-1.9123354702719757,0.6244430955173675,0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,double bed,wardrobe,right,2,0,evaluated,1,,1.9123354702719757,-0.6244430955173675,-0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,random_movement_matched_seed0,eg06_random_seed0,r001,wardrobe,double bed,left,0,2,evaluated,1,,-1.9123354702719757,0.6244430955173675,0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,double bed,wardrobe,right,2,0,evaluated,1,,1.9123354702719757,-0.6244430955173675,-0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,random_movement_matched_seed1,eg06_random_seed1,r001,wardrobe,double bed,left,0,2,evaluated,1,,-1.9123354702719757,0.6244430955173675,0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,double bed,wardrobe,right,2,0,evaluated,1,,1.9123354702719757,-0.6244430955173675,-0.020681958501018727,1.91244730496497
bedroom:0d7be408-9e3d-4f68-8422-5aa2069ccdb2_MasterBedroom-27127,bedroom,random_movement_matched_seed2,eg06_random_seed2,r001,wardrobe,double bed,left,0,2,evaluated,1,,-1.9123354702719757,0.6244430955173675,0.020681958501018727,1.91244730496497
bedroom:0f401f03-d3c7-413b-b9ff-bfb6fdbb416d_MasterBedroom-75552,bedroom,baseline,instructscene_baseline,r000,ceiling lamp,wardrobe,behind,0,1,evaluated,1,,1.6137237454731086,1.2407461455808866,-2.0436907129714004,2.6039923304398016
bedroom:0f401f03-d3c7-413b-b9ff-bfb6fdbb416d_MasterBedroom-75552,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,ceiling lamp,wardrobe,behind,0,1,evaluated,1,,1.6137237454731086,1.2407461455808866,-2.0436907129714004,2.6039923304398016
bedroom:0f401f03-d3c7-413b-b9ff-bfb6fdbb416d_MasterBedroom-75552,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,ceiling lamp,wardrobe,behind,0,1,evaluated,1,,1.6137237454731086,1.2407461455808866,-2.0436907129714004,2.6039923304398016
bedroom:0f401f03-d3c7-413b-b9ff-bfb6fdbb416d_MasterBedroom-75552,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,ceiling lamp,wardrobe,behind,0,1,evaluated,1,,1.6137237454731086,1.2407461455808866,-2.0436907129714004,2.6039923304398016
bedroom:0f401f03-d3c7-413b-b9ff-bfb6fdbb416d_MasterBedroom-75552,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,ceiling lamp,wardrobe,behind,0,1,evaluated,1,,1.6137237454731086,1.2407461455808866,-2.0436907129714004,2.6039923304398016
bedroom:0f401f03-d3c7-413b-b9ff-bfb6fdbb416d_MasterBedroom-75552,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,ceiling lamp,wardrobe,behind,0,1,evaluated,1,,1.6137237454731086,1.2407461455808866,-2.0436907129714004,2.6039923304398016
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,baseline,instructscene_baseline,r000,wardrobe,double bed,behind,4,3,evaluated,1,,0.29895388026536773,0.5086378317040925,-1.7088700248821818,1.7348228106831396
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,baseline,instructscene_baseline,r001,pendant lamp,wardrobe,in front of,2,4,evaluated,1,,-0.054940392049532605,1.2076177459604756,1.7484214769350608,1.7492844559094258
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,wardrobe,double bed,behind,4,3,evaluated,1,,0.29895388026536773,0.5086378317040925,-1.7088700248821818,1.7348228106831396
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r001,pendant lamp,wardrobe,in front of,2,4,evaluated,1,,-0.054940392049532605,1.2076177459604756,1.7484214769350608,1.7492844559094258
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,wardrobe,double bed,behind,4,3,evaluated,1,,0.29895388026536773,0.5086378317040925,-1.7088700248821818,1.7348228106831396
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r001,pendant lamp,wardrobe,in front of,2,4,evaluated,1,,-0.054940392049532605,1.2076177459604756,1.7484214769350608,1.7492844559094258
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,wardrobe,double bed,behind,4,3,evaluated,1,,0.29895388026536773,0.5086378317040925,-1.7088700248821818,1.7348228106831396
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,random_movement_matched_seed0,eg06_random_seed0,r001,pendant lamp,wardrobe,in front of,2,4,evaluated,1,,-0.054940392049532605,1.2076177459604756,1.7484214769350608,1.7492844559094258
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,wardrobe,double bed,behind,4,3,evaluated,1,,0.29895388026536773,0.5086378317040925,-1.7088700248821818,1.7348228106831396
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,random_movement_matched_seed1,eg06_random_seed1,r001,pendant lamp,wardrobe,in front of,2,4,evaluated,1,,-0.054940392049532605,1.2076177459604756,1.7484214769350608,1.7492844559094258
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,wardrobe,double bed,behind,4,3,evaluated,1,,0.29895388026536773,0.5086378317040925,-1.7088700248821818,1.7348228106831396
bedroom:0f7d04b8-9de9-4e07-9a44-0cdb8b2703f4_SecondBedroom-19119,bedroom,random_movement_matched_seed2,eg06_random_seed2,r001,pendant lamp,wardrobe,in front of,2,4,evaluated,1,,-0.054940392049532605,1.2076177459604756,1.7484214769350608,1.7492844559094258
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,baseline,instructscene_baseline,r000,bookshelf,stool,in front of,6,4,evaluated,1,,-0.6868379624915744,0.7507931417963359,1.4235939196107816,1.5806220404234421
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,baseline,instructscene_baseline,r001,bookshelf,double bed,left,6,2,evaluated,1,,-0.6977070130731733,0.24696211692758818,2.8849791281262167,2.968147510791099
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,bookshelf,stool,in front of,6,4,evaluated,1,,-0.6868379624915744,0.7507931417963359,1.4235939196107816,1.5806220404234421
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r001,bookshelf,double bed,left,6,2,evaluated,1,,-0.6977070130731733,0.24696211692758818,2.8849791281262167,2.968147510791099
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,bookshelf,stool,in front of,6,4,evaluated,1,,-0.6868379624915744,0.7507931417963359,1.4235939196107816,1.5806220404234421
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r001,bookshelf,double bed,left,6,2,evaluated,1,,-0.6977070130731733,0.24696211692758818,2.8849791281262167,2.968147510791099
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,bookshelf,stool,in front of,6,4,evaluated,1,,-0.6868379624915744,0.7507931417963359,1.4235939196107816,1.5806220404234421
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,random_movement_matched_seed0,eg06_random_seed0,r001,bookshelf,double bed,left,6,2,evaluated,1,,-0.6977070130731733,0.24696211692758818,2.8849791281262167,2.968147510791099
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,bookshelf,stool,in front of,6,4,evaluated,1,,-0.6868379624915744,0.7507931417963359,1.4235939196107816,1.5806220404234421
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,random_movement_matched_seed1,eg06_random_seed1,r001,bookshelf,double bed,left,6,2,evaluated,1,,-0.6977070130731733,0.24696211692758818,2.8849791281262167,2.968147510791099
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,bookshelf,stool,in front of,6,4,evaluated,1,,-0.6868379624915744,0.7507931417963359,1.4235939196107816,1.5806220404234421
bedroom:0fc4d063-6145-456f-8fe1-1180d3eeeb3f_Bedroom-2719,bedroom,random_movement_matched_seed2,eg06_random_seed2,r001,bookshelf,double bed,left,6,2,evaluated,1,,-0.6977070130731733,0.24696211692758818,2.8849791281262167,2.968147510791099
bedroom:10a1f583-7755-4afd-98b2-3f7df16bc930_Bedroom-430,bedroom,baseline,instructscene_baseline,r000,table,pendant lamp,left,1,2,evaluated,0,predicate_failed,1.2849570931946652,-2.2466883922735312,-1.418223437861007,1.9137587233111644
bedroom:10a1f583-7755-4afd-98b2-3f7df16bc930_Bedroom-430,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,r000,table,pendant lamp,left,1,2,evaluated,0,predicate_failed,1.2849570931946652,-2.2466883922735312,-1.418223437861007,1.9137587233111644
bedroom:10a1f583-7755-4afd-98b2-3f7df16bc930_Bedroom-430,bedroom,generic_relation_optimizer,eg06_generic_budget_matched,r000,table,pendant lamp,left,1,2,evaluated,0,predicate_failed,1.2849570931946652,-2.2466883922735312,-1.418223437861007,1.9137587233111644
bedroom:10a1f583-7755-4afd-98b2-3f7df16bc930_Bedroom-430,bedroom,random_movement_matched_seed0,eg06_random_seed0,r000,table,pendant lamp,left,1,2,evaluated,0,predicate_failed,1.2849570931946652,-2.2466883922735312,-1.418223437861007,1.9137587233111644
bedroom:10a1f583-7755-4afd-98b2-3f7df16bc930_Bedroom-430,bedroom,random_movement_matched_seed1,eg06_random_seed1,r000,table,pendant lamp,left,1,2,evaluated,0,predicate_failed,1.2849570931946652,-2.2466883922735312,-1.418223437861007,1.9137587233111644
bedroom:10a1f583-7755-4afd-98b2-3f7df16bc930_Bedroom-430,bedroom,random_movement_matched_seed2,eg06_random_seed2,r000,table,pendant lamp,left,1,2,evaluated,0,predicate_failed,1.2849570931946652,-2.2466883922735312,-1.418223437861007,1.9137587233111644
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,baseline,instructscene_baseline,r000,double bed,wardrobe,in front of,2,0,evaluated,1,,-0.5409352424335396,-0.9416624741406644,2.039686387469489,2.110197027704988
bedroom:12329142-9d6e-4957-8592-4d156a454bab_MasterBedroom-18415,bedroom,baseline,instructscene_baseline,r001,wardrobe,nightstand,behind,0,1,evaluated,1,,1.4894217359662405,0.9163476561206749,-0.6357858393033602,1.6194445779425017
