scene_id,room_type,layout_variant,source_config_id,n_relations,n_evaluated,n_satisfied,n_missing,n_unsupported,relation_accuracy,conditional_accuracy,has_conflicting_targets
bedroom:e5a6fc8c-aaa9-460b-bab3-8fcd9aaaf6e2_MasterBedroom-109561,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:e5afb85b-f9b0-48dc-9fa6-cdd46d3193b6_SecondBedroom-30334,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:e5afb85b-f9b0-48dc-9fa6-cdd46d3193b6_SecondBedroom-30334,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:e859dbc0-b994-41be-8d51-9857389a0a74_Bedroom-54233,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:e859dbc0-b994-41be-8d51-9857389a0a74_Bedroom-54233,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:e8f14d6c-c37d-4ad2-9cf9-cdd57cdfe2b1_Bedroom-17102,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:e8f14d6c-c37d-4ad2-9cf9-cdd57cdfe2b1_Bedroom-17102,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:ea107e07-4507-4189-aa07-445d944d5fce_MasterBedroom-40319,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:ea107e07-4507-4189-aa07-445d944d5fce_MasterBedroom-40319,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:eb41d9bd-e372-479c-9dc9-ea9f738bf9c4_MasterBedroom-28978,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:eb41d9bd-e372-479c-9dc9-ea9f738bf9c4_MasterBedroom-28978,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:ec8a5215-83a6-4325-ad7e-176c9c6f450f_MasterBedroom-392,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:ec8a5215-83a6-4325-ad7e-176c9c6f450f_MasterBedroom-392,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:ed41e047-ee12-4f00-8add-0ee6b95d1585_MasterBedroom-3712,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:ed41e047-ee12-4f00-8add-0ee6b95d1585_MasterBedroom-3712,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:ef17e0e8-f83d-466e-9a2c-096d97599757_MasterBedroom-1446,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:ef17e0e8-f83d-466e-9a2c-096d97599757_MasterBedroom-1446,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:f0f07050-6651-4075-b2b2-5922d677247e_SecondBedroom-6847,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:f0f07050-6651-4075-b2b2-5922d677247e_SecondBedroom-6847,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:f7a3bd11-edb2-41ee-b15c-79730eba86b1_MasterBedroom-12183,bedroom,baseline,instructscene_baseline,1,0,0,1,0,0.0,0.0,0
bedroom:f7a3bd11-edb2-41ee-b15c-79730eba86b1_MasterBedroom-12183,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,0,0,1,0,0.0,0.0,0
bedroom:f9b7f141-b314-441a-8d8d-ba7a0227a483_Bedroom-8136,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:f9b7f141-b314-441a-8d8d-ba7a0227a483_Bedroom-8136,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:fd2905d1-64c4-4550-a118-3a5a9881c093_MasterBedroom-24714,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:fd2905d1-64c4-4550-a118-3a5a9881c093_MasterBedroom-24714,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:ff507d6c-aab0-476e-9f58-1f765cb8956e_Bedroom-13858,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:ff507d6c-aab0-476e-9f58-1f765cb8956e_Bedroom-13858,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:ffd98024-7200-429e-8b9a-1234a5937826_MasterBedroom-118,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:ffd98024-7200-429e-8b9a-1234a5937826_MasterBedroom-118,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:004f900c-468a-4f70-83cc-aa2c98875264_LivingDiningRoom-27430,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:004f900c-468a-4f70-83cc-aa2c98875264_LivingDiningRoom-27430,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:00fe8139-76e8-42b4-bb41-7f9f085ac351_DiningRoom-15534,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:00fe8139-76e8-42b4-bb41-7f9f085ac351_DiningRoom-15534,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:0192a842-531c-419a-923e-28db4add8656_DiningRoom-31158,diningroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
diningroom:0192a842-531c-419a-923e-28db4add8656_DiningRoom-31158,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
diningroom:0419bc7b-5bd0-47fc-802a-69c21ee0c80b_LivingDiningRoom-33368,diningroom,baseline,instructscene_baseline,1,0,0,1,0,0.0,0.0,0
diningroom:0419bc7b-5bd0-47fc-802a-69c21ee0c80b_LivingDiningRoom-33368,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,0,0,1,0,0.0,0.0,0
diningroom:06a619f2-8939-4188-9eb3-ce01717de2b0_DiningRoom-197500,diningroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
diningroom:06a619f2-8939-4188-9eb3-ce01717de2b0_DiningRoom-197500,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
diningroom:0878fcd8-0934-4298-87a2-9813bd4c19c2_DiningRoom-26805,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:0878fcd8-0934-4298-87a2-9813bd4c19c2_DiningRoom-26805,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:08c22a05-81e2-41f4-8e22-c707aa082bdd_DiningRoom-17995,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:08c22a05-81e2-41f4-8e22-c707aa082bdd_DiningRoom-17995,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:08cfec4b-56a0-43f0-8428-e31c210d8c6c_LivingDiningRoom-28046,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:08cfec4b-56a0-43f0-8428-e31c210d8c6c_LivingDiningRoom-28046,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:0967e330-aa37-41d5-af14-04c9e8ea820c_LivingDiningRoom-629,diningroom,baseline,instructscene_baseline,2,0,0,2,0,0.0,0.0,0
diningroom:0967e330-aa37-41d5-af14-04c9e8ea820c_LivingDiningRoom-629,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,0,0,2,0,0.0,0.0,0
diningroom:0a28563b-19e4-4d67-8130-9a87a547daf6_DiningRoom-16628,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:0a28563b-19e4-4d67-8130-9a87a547daf6_DiningRoom-16628,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:0a77986b-5c04-41b9-8ee8-1ea301ccda3e_LivingDiningRoom-126918,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:0a77986b-5c04-41b9-8ee8-1ea301ccda3e_LivingDiningRoom-126918,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:0a9c667d-033d-448c-b17c-dc55e6d3c386_DiningRoom-11628,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:0a9c667d-033d-448c-b17c-dc55e6d3c386_DiningRoom-11628,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:0ec7ce97-e93d-4842-9c89-b947136bb393_DiningRoom-29864,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:0ec7ce97-e93d-4842-9c89-b947136bb393_DiningRoom-29864,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:0f2b5258-2413-47c4-bbf6-106a74c1e1da_LivingDiningRoom-9790,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:0f2b5258-2413-47c4-bbf6-106a74c1e1da_LivingDiningRoom-9790,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:11eb078d-7eee-4c82-a748-34a7e2c6c7f4_LivingDiningRoom-9028,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:11eb078d-7eee-4c82-a748-34a7e2c6c7f4_LivingDiningRoom-9028,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:1426a7e7-7805-43ca-b258-05c9b637375a_DiningRoom-2817,diningroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
diningroom:1426a7e7-7805-43ca-b258-05c9b637375a_DiningRoom-2817,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
diningroom:15bed03e-d66d-4da2-8b8f-7dacde3d3d8b_DiningRoom-35065,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:15bed03e-d66d-4da2-8b8f-7dacde3d3d8b_DiningRoom-35065,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:1638a636-f721-497f-930e-d141752cd5c9_LivingDiningRoom-37405,diningroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
diningroom:1638a636-f721-497f-930e-d141752cd5c9_LivingDiningRoom-37405,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
diningroom:1658b9ab-c1db-492f-8094-b12c44939e3d_DiningRoom-88173,diningroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
diningroom:1658b9ab-c1db-492f-8094-b12c44939e3d_DiningRoom-88173,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
diningroom:17ebf486-2858-4fdd-8cf8-92779089a6ae_DiningRoom-35093,diningroom,baseline,instructscene_baseline,2,2,0,0,0,0.0,0.0,0
diningroom:17ebf486-2858-4fdd-8cf8-92779089a6ae_DiningRoom-35093,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,0,0,0,0.0,0.0,0
diningroom:181ecd38-5ccd-45e9-a7ec-2c79f5b58e07_LivingDiningRoom-13945,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:181ecd38-5ccd-45e9-a7ec-2c79f5b58e07_LivingDiningRoom-13945,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:181fa1b2-dd7a-43c3-b09c-163924bb37de_LivingDiningRoom-758,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:181fa1b2-dd7a-43c3-b09c-163924bb37de_LivingDiningRoom-758,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:198eb9ec-9059-4e26-958e-dc8fb8187713_LivingDiningRoom-15286,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:198eb9ec-9059-4e26-958e-dc8fb8187713_LivingDiningRoom-15286,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:1cf94f82-50bc-4805-94d5-a8b52b66be31_LivingDiningRoom-54997,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:1cf94f82-50bc-4805-94d5-a8b52b66be31_LivingDiningRoom-54997,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:1db2e62e-6516-47da-bc4d-6469ba619d2f_LivingDiningRoom-1654,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:1db2e62e-6516-47da-bc4d-6469ba619d2f_LivingDiningRoom-1654,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:1fb8e3cb-c6be-4933-bcae-8e24c6c5fb61_DiningRoom-10302,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:1fb8e3cb-c6be-4933-bcae-8e24c6c5fb61_DiningRoom-10302,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:20e0f217-6f5a-4a9b-a9a2-5c1eef113c79_LivingDiningRoom-25199,diningroom,baseline,instructscene_baseline,2,0,0,2,0,0.0,0.0,0
diningroom:20e0f217-6f5a-4a9b-a9a2-5c1eef113c79_LivingDiningRoom-25199,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,0,0,2,0,0.0,0.0,0
diningroom:20e5f2e7-ab26-4119-b16a-5b7282ee0a70_DiningRoom-113004,diningroom,baseline,instructscene_baseline,2,1,0,1,0,0.0,0.0,0
diningroom:20e5f2e7-ab26-4119-b16a-5b7282ee0a70_DiningRoom-113004,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,0,1,0,0.0,0.0,0
diningroom:21569333-a837-4228-9440-bfbaf37cd57e_DiningRoom-22384,diningroom,baseline,instructscene_baseline,2,2,0,0,0,0.0,0.0,0
diningroom:21569333-a837-4228-9440-bfbaf37cd57e_DiningRoom-22384,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,0,0,0,0.0,0.0,0
diningroom:2160a773-b01f-4521-9771-c8dcb024f203_DiningRoom-11145,diningroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
diningroom:2160a773-b01f-4521-9771-c8dcb024f203_DiningRoom-11145,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
diningroom:22029510-ee86-4d46-9182-b4f56a0d8f91_DiningRoom-10559,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:22029510-ee86-4d46-9182-b4f56a0d8f91_DiningRoom-10559,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:22993c56-81b4-49c2-b0d5-3d5a0565067b_DiningRoom-85692,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:22993c56-81b4-49c2-b0d5-3d5a0565067b_DiningRoom-85692,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:234f5661-8d9e-499b-ae27-ee5dfe702e56_LivingDiningRoom-40062,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:234f5661-8d9e-499b-ae27-ee5dfe702e56_LivingDiningRoom-40062,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:2439fa78-a76a-4e6b-acfc-26758a938472_LivingDiningRoom-13186,diningroom,baseline,instructscene_baseline,1,0,0,1,0,0.0,0.0,0
diningroom:2439fa78-a76a-4e6b-acfc-26758a938472_LivingDiningRoom-13186,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,0,0,1,0,0.0,0.0,0
diningroom:247908e3-d84d-4743-9e31-a783464dd4ec_LivingDiningRoom-45341,diningroom,baseline,instructscene_baseline,2,2,0,0,0,0.0,0.0,0
diningroom:247908e3-d84d-4743-9e31-a783464dd4ec_LivingDiningRoom-45341,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,0,0,0,0.0,0.0,0
diningroom:2513701f-f5ab-41b5-9d0b-af10956551bf_DiningRoom-12866,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:2513701f-f5ab-41b5-9d0b-af10956551bf_DiningRoom-12866,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:256d7c62-a550-4dd1-a57b-541a2260bff2_DiningRoom-9824,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:256d7c62-a550-4dd1-a57b-541a2260bff2_DiningRoom-9824,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:26146707-fd21-4520-b1fb-2ff93b2560e3_LivingDiningRoom-15610,diningroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
diningroom:26146707-fd21-4520-b1fb-2ff93b2560e3_LivingDiningRoom-15610,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
diningroom:2812fec5-928d-4c55-abca-f805e9717739_DiningRoom-88590,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:2812fec5-928d-4c55-abca-f805e9717739_DiningRoom-88590,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:2b7bdb1f-48bf-4987-a420-b3887e7c4a2c_LivingDiningRoom-46222,diningroom,baseline,instructscene_baseline,2,2,0,0,0,0.0,0.0,0
diningroom:2b7bdb1f-48bf-4987-a420-b3887e7c4a2c_LivingDiningRoom-46222,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,0,0,0,0.0,0.0,0
diningroom:2deeee08-d427-4827-93cf-4314c594d488_LivingDiningRoom-20192,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:2deeee08-d427-4827-93cf-4314c594d488_LivingDiningRoom-20192,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:312b2349-10f9-4ff3-bbee-ae179761c21d_DiningRoom-7217,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:312b2349-10f9-4ff3-bbee-ae179761c21d_DiningRoom-7217,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:328ada87-9de8-4283-879d-58bffe5eb37a_LivingDiningRoom-5343,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:328ada87-9de8-4283-879d-58bffe5eb37a_LivingDiningRoom-5343,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:33635b59-7c01-4e50-8c68-a401b3563182_LivingDiningRoom-10681,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:33635b59-7c01-4e50-8c68-a401b3563182_LivingDiningRoom-10681,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:350388e2-7c93-45e9-bcc8-6a0a5165dab0_LivingDiningRoom-34640,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:350388e2-7c93-45e9-bcc8-6a0a5165dab0_LivingDiningRoom-34640,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:35970ff6-4588-4bcf-8461-16448f1d0650_LivingDiningRoom-233,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:35970ff6-4588-4bcf-8461-16448f1d0650_LivingDiningRoom-233,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:36c2c33b-73f2-47d5-881e-2fa359198b9a_LivingDiningRoom-35401,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:36c2c33b-73f2-47d5-881e-2fa359198b9a_LivingDiningRoom-35401,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:37fee753-1c40-4784-ab50-4f5d72df6f65_DiningRoom-19325,diningroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
diningroom:37fee753-1c40-4784-ab50-4f5d72df6f65_DiningRoom-19325,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
diningroom:3c47589f-313d-4bac-abee-830161a278f0_LivingDiningRoom-109935,diningroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
diningroom:3c47589f-313d-4bac-abee-830161a278f0_LivingDiningRoom-109935,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
diningroom:3c7b86d5-3af6-4748-b9a1-cf45b85b1d1b_DiningRoom-27933,diningroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
diningroom:3c7b86d5-3af6-4748-b9a1-cf45b85b1d1b_DiningRoom-27933,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
diningroom:3e038beb-1cf4-4a16-8775-cf225873aca9_LivingDiningRoom-8049,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:3e038beb-1cf4-4a16-8775-cf225873aca9_LivingDiningRoom-8049,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:3fc88ba8-7ea3-4653-892f-83667812c78a_LivingDiningRoom-76396,diningroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
diningroom:3fc88ba8-7ea3-4653-892f-83667812c78a_LivingDiningRoom-76396,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
diningroom:3fde61aa-d606-4c6a-8c79-0762d11cd33b_LivingDiningRoom-61638,diningroom,baseline,instructscene_baseline,2,1,0,1,0,0.0,0.0,0
diningroom:3fde61aa-d606-4c6a-8c79-0762d11cd33b_LivingDiningRoom-61638,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,0,1,0,0.0,0.0,0
diningroom:401a9c00-571c-491d-a2c6-2201b964ca79_LivingDiningRoom-18728,diningroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
diningroom:401a9c00-571c-491d-a2c6-2201b964ca79_LivingDiningRoom-18728,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
diningroom:43907bbc-4b39-4f1a-8747-3287c8bce690_LivingDiningRoom-46747,diningroom,baseline,instructscene_baseline,2,1,0,1,0,0.0,0.0,0
diningroom:43907bbc-4b39-4f1a-8747-3287c8bce690_LivingDiningRoom-46747,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,0,1,0,0.0,0.0,0
diningroom:43c9cf5d-4c59-4130-bbc5-dd9c6ec4c4d0_LivingDiningRoom-34404,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:43c9cf5d-4c59-4130-bbc5-dd9c6ec4c4d0_LivingDiningRoom-34404,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:48812187-9207-4686-9f6e-e8e1e97eeabd_DiningRoom-9630,diningroom,baseline,instructscene_baseline,2,1,0,1,0,0.0,0.0,0
diningroom:48812187-9207-4686-9f6e-e8e1e97eeabd_DiningRoom-9630,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,0,1,0,0.0,0.0,0
diningroom:4b1513de-23df-43b3-866f-ef10c1c09d58_LivingDiningRoom-14482,diningroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
diningroom:4b1513de-23df-43b3-866f-ef10c1c09d58_LivingDiningRoom-14482,diningroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
diningroom:4dada95f-ed81-4d19-83c9-c39b765e0cf3_DiningRoom-225770,diningroom,baseline,instructscene_baseline,2,2,0,0,0,0.0,0.0,1
