scene_id,room_type,layout_variant,source_config_id,n_relations,n_evaluated,n_satisfied,n_missing,n_unsupported,relation_accuracy,conditional_accuracy,has_conflicting_targets
bedroom:61b7fad2-bbac-4728-a5e1-c574cfcf14e6_Bedroom-32051,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,0,0,1,0,0.0,0.0,0
bedroom:651c37ce-c0cd-47c6-843f-3aa192235e39_MasterBedroom-86835,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:651c37ce-c0cd-47c6-843f-3aa192235e39_MasterBedroom-86835,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:651c37ce-c0cd-47c6-843f-3aa192235e39_SecondBedroom-86888,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:651c37ce-c0cd-47c6-843f-3aa192235e39_SecondBedroom-86888,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:66f99d38-f9b7-4bb0-a646-314f6228059d_MasterBedroom-9583,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:66f99d38-f9b7-4bb0-a646-314f6228059d_MasterBedroom-9583,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:67574e8b-f5a4-463f-bc05-f3e8a2cc0cb9_SecondBedroom-8823,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:67574e8b-f5a4-463f-bc05-f3e8a2cc0cb9_SecondBedroom-8823,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:6799c7da-4248-4fa1-9d6d-c8acf521a414_SecondBedroom-13218,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:6799c7da-4248-4fa1-9d6d-c8acf521a414_SecondBedroom-13218,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:6a8ad1d5-8c81-49bf-a752-fbe9448ff3b1_MasterBedroom-36389,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:6a8ad1d5-8c81-49bf-a752-fbe9448ff3b1_MasterBedroom-36389,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:6a8ad1d5-8c81-49bf-a752-fbe9448ff3b1_SecondBedroom-36408,bedroom,baseline,instructscene_baseline,2,1,0,1,0,0.0,0.0,0
bedroom:6a8ad1d5-8c81-49bf-a752-fbe9448ff3b1_SecondBedroom-36408,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,0,1,0,0.0,0.0,0
bedroom:6c600c25-ede9-4ae7-8e1e-46bf11d80227_SecondBedroom-7635,bedroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
bedroom:6c600c25-ede9-4ae7-8e1e-46bf11d80227_SecondBedroom-7635,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
bedroom:6f969906-b789-4a47-a930-008d35ca0458_Bedroom-1541,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:6f969906-b789-4a47-a930-008d35ca0458_Bedroom-1541,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:728e0c2c-98f5-49dd-8947-7f1a37c8887f_Bedroom-11202,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:728e0c2c-98f5-49dd-8947-7f1a37c8887f_Bedroom-11202,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:74eafabd-fe9b-4f87-81f4-5af7f0b566ff_Bedroom-26487,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:74eafabd-fe9b-4f87-81f4-5af7f0b566ff_Bedroom-26487,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:762446b3-fdac-48d0-8044-7e965421f6fd_Bedroom-691,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:762446b3-fdac-48d0-8044-7e965421f6fd_Bedroom-691,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:7696025a-291f-4b22-911b-beb13c4b598d_SecondBedroom-14817,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:7696025a-291f-4b22-911b-beb13c4b598d_SecondBedroom-14817,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:787e7cd0-14ab-420d-8862-b1d45ea47725_MasterBedroom-30192,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:787e7cd0-14ab-420d-8862-b1d45ea47725_MasterBedroom-30192,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:7b48d192-1ac0-406c-af41-800853de2d7f_Bedroom-41491,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:7b48d192-1ac0-406c-af41-800853de2d7f_Bedroom-41491,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:7b8b173c-2354-4bdc-9321-93ad43796020_MasterBedroom-49865,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:7b8b173c-2354-4bdc-9321-93ad43796020_MasterBedroom-49865,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:7c2e62e7-ab51-4900-bfdc-1932415fb295_MasterBedroom-16450,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:7c2e62e7-ab51-4900-bfdc-1932415fb295_MasterBedroom-16450,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:7cda1ed0-e923-4ace-bbfa-b9b5238d190e_SecondBedroom-14328,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:7cda1ed0-e923-4ace-bbfa-b9b5238d190e_SecondBedroom-14328,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:7d8f9ace-5704-4689-b135-4ece5fb32467_SecondBedroom-39108,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:7d8f9ace-5704-4689-b135-4ece5fb32467_SecondBedroom-39108,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:802ba6ac-c040-4f27-b843-8c47791d0383_MasterBedroom-19531,bedroom,baseline,instructscene_baseline,2,2,0,0,0,0.0,0.0,0
bedroom:802ba6ac-c040-4f27-b843-8c47791d0383_MasterBedroom-19531,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,0,0,0,0.0,0.0,0
bedroom:80d80e4a-197a-4bd5-9ed1-81c48786a321_Bedroom-74,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:80d80e4a-197a-4bd5-9ed1-81c48786a321_Bedroom-74,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:810c7c5f-af5f-42f7-b64c-ecd80a5d253d_Bedroom-15856,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:810c7c5f-af5f-42f7-b64c-ecd80a5d253d_Bedroom-15856,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:82a7d3a7-7fe0-4bfd-82b7-05c56353983c_MasterBedroom-3845,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:82a7d3a7-7fe0-4bfd-82b7-05c56353983c_MasterBedroom-3845,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:86963bbe-7969-4632-a379-1cd39e2a69ab_MasterBedroom-14075,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:86963bbe-7969-4632-a379-1cd39e2a69ab_MasterBedroom-14075,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:86b8d631-2312-4e2f-82f7-de19d29a5f39_Bedroom-22495,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:86b8d631-2312-4e2f-82f7-de19d29a5f39_Bedroom-22495,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:885bca04-679c-4098-a2d9-27885640ad28_MasterBedroom-22581,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:885bca04-679c-4098-a2d9-27885640ad28_MasterBedroom-22581,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:897f8b48-e266-4749-b1f8-f798ae0d7068_Bedroom-54381,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:897f8b48-e266-4749-b1f8-f798ae0d7068_Bedroom-54381,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:905ccf24-697b-4bb5-8c53-def619d16327_Bedroom-5215,bedroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
bedroom:905ccf24-697b-4bb5-8c53-def619d16327_Bedroom-5215,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
bedroom:93b46a6a-9703-4487-a125-89972c1e6a4a_MasterBedroom-12479,bedroom,baseline,instructscene_baseline,1,0,0,1,0,0.0,0.0,0
bedroom:93b46a6a-9703-4487-a125-89972c1e6a4a_MasterBedroom-12479,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,0,0,1,0,0.0,0.0,0
bedroom:97980fab-7bf0-4887-9fa9-68cc9138c717_SecondBedroom-37794,bedroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
bedroom:97980fab-7bf0-4887-9fa9-68cc9138c717_SecondBedroom-37794,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
bedroom:98a1fc47-1484-4dd6-840b-da2d38206db2_SecondBedroom-69017,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:98a1fc47-1484-4dd6-840b-da2d38206db2_SecondBedroom-69017,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:9e9c7c48-a631-4ded-a271-7dd697faf0dc_MasterBedroom-1615,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:9e9c7c48-a631-4ded-a271-7dd697faf0dc_MasterBedroom-1615,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:9fc84985-1955-4003-83ef-43970b1418a2_MasterBedroom-8979,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:9fc84985-1955-4003-83ef-43970b1418a2_MasterBedroom-8979,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:a13cbe28-97b9-48de-b617-70d6f4f50943_MasterBedroom-6631,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:a13cbe28-97b9-48de-b617-70d6f4f50943_MasterBedroom-6631,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:a19f2445-1678-4c98-a26d-fce8c3ee5320_MasterBedroom-58086,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:a19f2445-1678-4c98-a26d-fce8c3ee5320_MasterBedroom-58086,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:a35d3d15-332d-4e0c-833e-3c1c476edddc_MasterBedroom-34041,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:a35d3d15-332d-4e0c-833e-3c1c476edddc_MasterBedroom-34041,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:a44fb825-f9fd-4e1a-beb5-da0322f81ed0_MasterBedroom-63654,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:a44fb825-f9fd-4e1a-beb5-da0322f81ed0_MasterBedroom-63654,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:a4515359-59cb-46d6-9914-c54de45598a5_Bedroom-21085,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:a4515359-59cb-46d6-9914-c54de45598a5_Bedroom-21085,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:a4f761bc-191d-4d56-b2f5-01f9de5716bd_Bedroom-13675,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:a4f761bc-191d-4d56-b2f5-01f9de5716bd_Bedroom-13675,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:a591afd1-fc8b-4224-a2bf-b36ecb44aa18_MasterBedroom-32488,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:a591afd1-fc8b-4224-a2bf-b36ecb44aa18_MasterBedroom-32488,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:a6704fd9-02c2-42a6-875c-723b26a8048a_MasterBedroom-45545,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:a6704fd9-02c2-42a6-875c-723b26a8048a_MasterBedroom-45545,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:ad428fbd-a2cf-4693-a858-e5e64ba48026_Bedroom-18759,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:ad428fbd-a2cf-4693-a858-e5e64ba48026_Bedroom-18759,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:af04306f-ef15-4b0a-ba75-1e499b3f3ccd_MasterBedroom-29436,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:af04306f-ef15-4b0a-ba75-1e499b3f3ccd_MasterBedroom-29436,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:b090fa20-9b1c-4c5e-bcc4-e83c44cc84c2_Bedroom-15797,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:b090fa20-9b1c-4c5e-bcc4-e83c44cc84c2_Bedroom-15797,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:b0fe48b1-d6b1-4854-ba04-111d22289522_MasterBedroom-13658,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:b0fe48b1-d6b1-4854-ba04-111d22289522_MasterBedroom-13658,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:b13a4874-00a4-49a5-aa2d-e22d7d864b56_Bedroom-53437,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:b13a4874-00a4-49a5-aa2d-e22d7d864b56_Bedroom-53437,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:b1fb2628-f260-4bee-8db1-6f4f10520a09_MasterBedroom-1096,bedroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
bedroom:b1fb2628-f260-4bee-8db1-6f4f10520a09_MasterBedroom-1096,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
bedroom:b28bad76-991d-4a95-9a37-2934374109e8_Bedroom-20397,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:b28bad76-991d-4a95-9a37-2934374109e8_Bedroom-20397,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:b2e0b670-b308-4817-b3b6-2a8b7312c18f_SecondBedroom-6261,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:b2e0b670-b308-4817-b3b6-2a8b7312c18f_SecondBedroom-6261,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:b3560738-2e83-4f6f-9528-3f0a00c4c3b0_SecondBedroom-9923,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:b3560738-2e83-4f6f-9528-3f0a00c4c3b0_SecondBedroom-9923,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:b45897de-6fe4-421c-b292-dfc31f3880ec_Bedroom-38427,bedroom,baseline,instructscene_baseline,1,1,0,0,0,0.0,0.0,0
bedroom:b45897de-6fe4-421c-b292-dfc31f3880ec_Bedroom-38427,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,0,0,0,0.0,0.0,0
bedroom:b84c594f-2408-4197-ada7-d058f6620cf3_SecondBedroom-48379,bedroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
bedroom:b84c594f-2408-4197-ada7-d058f6620cf3_SecondBedroom-48379,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
bedroom:be762422-6294-499e-96fa-038dced9f5a8_Bedroom-74674,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:be762422-6294-499e-96fa-038dced9f5a8_Bedroom-74674,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:c15e5b24-87ea-4729-a648-e406f048a25b_MasterBedroom-41843,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:c15e5b24-87ea-4729-a648-e406f048a25b_MasterBedroom-41843,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:c1d1893e-86a3-4a1f-a0bb-1b5104461b5a_MasterBedroom-21047,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:c1d1893e-86a3-4a1f-a0bb-1b5104461b5a_MasterBedroom-21047,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:c3a81890-b4f1-4944-96a1-318dff7f3980_MasterBedroom-34469,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:c3a81890-b4f1-4944-96a1-318dff7f3980_MasterBedroom-34469,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:c3a81890-b4f1-4944-96a1-318dff7f3980_SecondBedroom-35274,bedroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
bedroom:c3a81890-b4f1-4944-96a1-318dff7f3980_SecondBedroom-35274,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
bedroom:c45c5b4c-5fca-43b2-9770-02cd174f24c2_SecondBedroom-66007,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:c45c5b4c-5fca-43b2-9770-02cd174f24c2_SecondBedroom-66007,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:c83c564f-ceb1-4cd0-b171-7eb26a283b24_MasterBedroom-6907,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:c83c564f-ceb1-4cd0-b171-7eb26a283b24_MasterBedroom-6907,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:ca0bdaff-4e3a-4677-a328-cfab693b37c4_MasterBedroom-9302,bedroom,baseline,instructscene_baseline,2,1,1,1,0,0.5,1.0,0
bedroom:ca0bdaff-4e3a-4677-a328-cfab693b37c4_MasterBedroom-9302,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,1,1,1,0,0.5,1.0,0
bedroom:cb300b0a-3072-44a1-9f4d-dd75497ab9c5_MasterBedroom-3151,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:cb300b0a-3072-44a1-9f4d-dd75497ab9c5_MasterBedroom-3151,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:cbaa2bb7-048d-4939-9d36-77379f49cb98_SecondBedroom-13281,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,1
bedroom:cbaa2bb7-048d-4939-9d36-77379f49cb98_SecondBedroom-13281,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,1
bedroom:ceabd33a-d3dd-4500-9f44-a65fb285bff2_MasterBedroom-74105,bedroom,baseline,instructscene_baseline,2,2,1,0,0,0.5,0.5,0
bedroom:ceabd33a-d3dd-4500-9f44-a65fb285bff2_MasterBedroom-74105,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,1,0,0,0.5,0.5,0
bedroom:d099aa82-c37c-4c77-aa35-26f02862f55b_Bedroom-837,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:d099aa82-c37c-4c77-aa35-26f02862f55b_Bedroom-837,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:d3fec60e-f8d0-4cfe-abd8-041d0db2d509_SecondBedroom-24075,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:d3fec60e-f8d0-4cfe-abd8-041d0db2d509_SecondBedroom-24075,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:d8f50afc-d93f-49f8-9170-b7b9fe880152_Bedroom-22570,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:d8f50afc-d93f-49f8-9170-b7b9fe880152_Bedroom-22570,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:db1bb23c-a728-4e9e-97b8-e98ffa8cb31b_MasterBedroom-40255,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:db1bb23c-a728-4e9e-97b8-e98ffa8cb31b_MasterBedroom-40255,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:dc270b69-a104-4f96-8676-e13d62b66cc0_SecondBedroom-9594,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:dc270b69-a104-4f96-8676-e13d62b66cc0_SecondBedroom-9594,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:dc80719c-65f0-4662-a25c-ce747612ed07_MasterBedroom-18517,bedroom,baseline,instructscene_baseline,2,0,0,2,0,0.0,0.0,0
bedroom:dc80719c-65f0-4662-a25c-ce747612ed07_MasterBedroom-18517,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,0,0,2,0,0.0,0.0,0
bedroom:e0f35822-09d8-453c-bf87-55f85387ad17_MasterBedroom-116808,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
bedroom:e0f35822-09d8-453c-bf87-55f85387ad17_MasterBedroom-116808,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,1,1,0,0,1.0,1.0,0
bedroom:e1bfc1be-b96b-43a3-9485-01a1ff78d9da_MasterBedroom-34912,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:e1bfc1be-b96b-43a3-9485-01a1ff78d9da_MasterBedroom-34912,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:e2f3aa79-e130-445e-8773-b697ab77d9b8_SecondBedroom-3960,bedroom,baseline,instructscene_baseline,2,2,2,0,0,1.0,1.0,0
bedroom:e2f3aa79-e130-445e-8773-b697ab77d9b8_SecondBedroom-3960,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,2,2,0,0,1.0,1.0,0
bedroom:e544c131-df87-4e5e-b889-75e6b89ae007_MasterBedroom-17206,bedroom,baseline,instructscene_baseline,2,0,0,2,0,0.0,0.0,0
bedroom:e544c131-df87-4e5e-b889-75e6b89ae007_MasterBedroom-17206,bedroom,collision_gated_floor_prior,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,0,0,2,0,0.0,0.0,0
bedroom:e5a6fc8c-aaa9-460b-bab3-8fcd9aaaf6e2_MasterBedroom-109561,bedroom,baseline,instructscene_baseline,1,1,1,0,0,1.0,1.0,0
