room,variant,relation,n,baseline_acc,repair_acc,gain
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,1,55,0.6181818181818182,0.7272727272727273,0.10909090909090913
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,2,57,0.5614035087719298,0.7017543859649122,0.14035087719298245
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,3,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,4,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,5,19,0.7368421052631579,0.7368421052631579,0.0
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,6,54,0.46296296296296297,0.5370370370370371,0.07407407407407413
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,7,53,0.41509433962264153,0.5094339622641509,0.09433962264150941
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,8,12,0.6666666666666666,0.9166666666666666,0.25
livingroom,floor_prior_max1.2_mesh_p2_close0.75_far1.6,9,11,0.7272727272727273,0.8181818181818182,0.09090909090909094
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,0,5,0.6,0.6,0.0
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,1,55,0.6181818181818182,0.7272727272727273,0.10909090909090913
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,2,57,0.5614035087719298,0.7368421052631579,0.17543859649122806
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,3,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,4,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,5,19,0.7368421052631579,0.7368421052631579,0.0
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,6,54,0.46296296296296297,0.5740740740740741,0.1111111111111111
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,7,53,0.41509433962264153,0.6037735849056604,0.18867924528301883
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,8,12,0.6666666666666666,0.9166666666666666,0.25
livingroom,floor_prior_max1.8_mesh_p1_close0.75_far1.6,9,11,0.7272727272727273,0.8181818181818182,0.09090909090909094
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,0,5,0.6,0.6,0.0
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,1,55,0.6181818181818182,0.7454545454545455,0.12727272727272732
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,2,57,0.5614035087719298,0.7368421052631579,0.17543859649122806
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,3,14,0.5714285714285714,0.7857142857142857,0.2142857142857143
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,4,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,5,19,0.7368421052631579,0.7368421052631579,0.0
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,6,54,0.46296296296296297,0.5740740740740741,0.1111111111111111
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,7,53,0.41509433962264153,0.6037735849056604,0.18867924528301883
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,8,12,0.6666666666666666,0.9166666666666666,0.25
livingroom,floor_prior_max1.8_mesh_p2_close0.75_far1.6,9,11,0.7272727272727273,0.8181818181818182,0.09090909090909094
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,0,5,0.6,0.6,0.0
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,1,55,0.6181818181818182,0.7454545454545455,0.12727272727272732
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,2,57,0.5614035087719298,0.7368421052631579,0.17543859649122806
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,3,14,0.5714285714285714,0.7857142857142857,0.2142857142857143
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,4,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,5,19,0.7368421052631579,0.7368421052631579,0.0
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,6,54,0.46296296296296297,0.5740740740740741,0.1111111111111111
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,7,53,0.41509433962264153,0.6037735849056604,0.18867924528301883
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,8,12,0.6666666666666666,0.9166666666666666,0.25
livingroom,floor_prior_max1.8_mesh_p3_close0.75_far1.6,9,11,0.7272727272727273,0.8181818181818182,0.09090909090909094
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,0,5,0.6,0.6,0.0
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,1,55,0.6181818181818182,0.7454545454545455,0.12727272727272732
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,2,57,0.5614035087719298,0.7368421052631579,0.17543859649122806
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,3,14,0.5714285714285714,0.7857142857142857,0.2142857142857143
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,4,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,5,19,0.7368421052631579,0.7368421052631579,0.0
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,6,54,0.46296296296296297,0.5740740740740741,0.1111111111111111
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,7,53,0.41509433962264153,0.6037735849056604,0.18867924528301883
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,8,12,0.6666666666666666,0.9166666666666666,0.25
livingroom,floor_prior_ow05_max1.8_mesh_p2_close0.75_far1.6,9,11,0.7272727272727273,0.8181818181818182,0.09090909090909094
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,0,5,0.6,0.6,0.0
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,1,55,0.6181818181818182,0.7454545454545455,0.12727272727272732
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,2,57,0.5614035087719298,0.7368421052631579,0.17543859649122806
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,3,14,0.5714285714285714,0.7857142857142857,0.2142857142857143
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,4,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,5,19,0.7368421052631579,0.7368421052631579,0.0
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,6,54,0.46296296296296297,0.5740740740740741,0.1111111111111111
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,7,53,0.41509433962264153,0.6037735849056604,0.18867924528301883
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,8,12,0.6666666666666666,0.9166666666666666,0.25
livingroom,floor_prior_ow0_max1.8_mesh_p2_close0.75_far1.6,9,11,0.7272727272727273,0.8181818181818182,0.09090909090909094
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,0,5,0.6,0.6,0.0
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,1,55,0.6181818181818182,0.7454545454545455,0.12727272727272732
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,2,57,0.5614035087719298,0.7368421052631579,0.17543859649122806
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,3,14,0.5714285714285714,0.7857142857142857,0.2142857142857143
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,4,14,0.5714285714285714,0.7142857142857143,0.1428571428571429
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,5,19,0.7368421052631579,0.7368421052631579,0.0
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,6,54,0.46296296296296297,0.5740740740740741,0.1111111111111111
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,7,53,0.41509433962264153,0.6037735849056604,0.18867924528301883
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,8,12,0.6666666666666666,0.9166666666666666,0.25
livingroom,floor_prior_ow2_max1.8_mesh_p2_close0.75_far1.6,9,11,0.7272727272727273,0.8181818181818182,0.09090909090909094
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,0,5,0.8,0.8,0.0
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,1,55,0.5636363636363636,0.7272727272727273,0.1636363636363637
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,2,57,0.45614035087719296,0.5789473684210527,0.1228070175438597
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,3,14,0.42857142857142855,0.7142857142857143,0.28571428571428575
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,4,14,0.5,0.7857142857142857,0.2857142857142857
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,5,19,0.6842105263157895,0.6842105263157895,0.0
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,6,54,0.5185185185185185,0.6296296296296297,0.11111111111111116
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,7,53,0.4716981132075472,0.5660377358490566,0.09433962264150941
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,8,12,0.8333333333333334,0.9166666666666666,0.08333333333333326
livingroom,floor_prior_seed1_max1.8_mesh_p2_close0.75_far1.6,9,11,0.6363636363636364,0.7272727272727273,0.09090909090909094
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,0,5,0.6,0.6,0.0
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,1,55,0.43636363636363634,0.5818181818181818,0.14545454545454545
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,2,57,0.543859649122807,0.631578947368421,0.08771929824561397
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,3,14,0.6428571428571429,0.7857142857142857,0.1428571428571428
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,4,14,0.6428571428571429,0.7857142857142857,0.1428571428571428
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,5,19,0.7894736842105263,0.7894736842105263,0.0
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,6,54,0.5185185185185185,0.6111111111111112,0.09259259259259267
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,7,53,0.4339622641509434,0.6037735849056604,0.16981132075471694
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,8,12,0.8333333333333334,0.9166666666666666,0.08333333333333326
livingroom,floor_prior_seed2_max1.8_mesh_p2_close0.75_far1.6,9,11,0.6363636363636364,0.7272727272727273,0.09090909090909094
